id,product_id,sku,size,color_name,color_code,quantity,price,cost_price
"255de3c9-3e49-4158-a8fa-c6698361c99d","4e63a3f3-b9be-4480-9301-eb45dd680024","DNSBTN-GRN-S","S","Green","GRN",5,3800,2000
"3c46692c-7400-4448-b090-ba4f923b6313","4e63a3f3-b9be-4480-9301-eb45dd680024","DNSBTN-GRN-M","M","Green","GRN",10,3800,2000
"4e31e2b4-ffaa-436a-af49-29ec11a0c4cf","4e63a3f3-b9be-4480-9301-eb45dd680024","DNSBTN-GRN-L","L","Green","GRN",10,3800,2000
"9620e75d-7be9-4b8b-a9df-a9caf11a1ed5","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BLK-S","S","Black","BLK",5,3500,1800
"9d286d54-5eb5-4491-8834-8b4fa2014359","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BLK-M","M","Black","BLK",10,3500,1800
"54c1202c-6cd2-4b45-a1b7-bd8880c515f4","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BLK-L","L","Black","BLK",10,3500,1800
"8ab1782a-4968-4040-9714-d1f2179672d8","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BEG-S","S","Beige","BEG",5,3500,1800
"bd9b21d6-0fdb-4671-8f77-1d208d2dc466","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BEG-M","M","Beige","BEG",10,3500,1800
"607b7be8-f497-49d4-ab77-fa2e14832f4c","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BEG-L","L","Beige","BEG",10,3500,1800
"40c05784-941a-4f92-8ad0-438f65a647e8","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BRN-S","S","Brown","BRN",5,3500,1800
"eb55ee51-9e29-4d27-921e-1df05c657a5b","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BRN-M","M","Brown","BRN",10,3500,1800
"cbe2c6e9-8b63-4181-a3ce-0c19f38bfabe","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-BRN-L","L","Brown","BRN",10,3500,1800
"60f6af5d-489d-479f-aa25-ae38cdca7417","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-GRN-S","S","Green","GRN",5,3500,1800
"ebef4657-5ed1-4868-b78b-7b254a3edac9","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-GRN-M","M","Green","GRN",10,3500,1800
"90723537-f0fe-4258-bb05-0a51c9afa729","add28c69-d6de-423b-b7d0-60049a721d4e","DNSPOL-GRN-L","L","Green","GRN",10,3500,1800
"d34dc327-8aeb-4dcc-a228-d30ffb0b6b24","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BLK-S","S","Black","BLK",5,3600,1900
"f5eb1840-7125-416a-a171-9139d11e05a5","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BLK-M","M","Black","BLK",10,3600,1900
"cd4846b8-80e5-40d5-89c4-73b38e60f76d","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BLK-L","L","Black","BLK",5,3600,1900
"d9f537dd-f6bd-42db-baee-e5e7930822a3","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-WHT-S","S","White","WHT",5,3600,1900
"c8a422b1-9438-44f8-866b-5e8ccf5a46bf","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-WHT-M","M","White","WHT",10,3600,1900
"d1273467-ef04-4a4d-bc9d-d791e1627579","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-WHT-L","L","White","WHT",5,3600,1900
"42083e40-e785-4e21-8c4c-cd16ecbe24dc","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-CRM-S","S","Cream","CRM",5,3600,1900
"81c1dbbf-274d-4e24-9130-9549e5a7c1ec","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-CRM-M","M","Cream","CRM",10,3600,1900
"b194b186-cf0a-40e4-a992-dcad75fb11de","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-CRM-L","L","Cream","CRM",5,3600,1900
"a42507f2-0730-4982-9dab-d4fb03a18e6c","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BRN-S","S","Brown","BRN",5,3600,1900
"7828a298-f7f9-4099-8136-3944d34a438a","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BRN-M","M","Brown","BRN",10,3600,1900
"1f559da8-7b01-47ef-8aef-a75509ed2bf0","86dbaa39-0c2b-4533-8f3d-1810fd78dd4d","CTNZPL-BRN-L","L","Brown","BRN",5,3600,1900
"53a28379-a356-43ef-9898-e870f8ea4388","578b2957-2ddf-479f-acd0-45227b7a2556","KT-SKY-S","S","Sky Blue","SKY",15,3200,1600
"80553e67-72fa-40ff-8d15-0e6d4e8340a0","578b2957-2ddf-479f-acd0-45227b7a2556","KT-SKY-M","M","Sky Blue","SKY",20,3200,1600
"ba22f6ba-0307-47c1-b6a5-8ad302f4fa4b","578b2957-2ddf-479f-acd0-45227b7a2556","KT-SKY-L","L","Sky Blue","SKY",15,3200,1600
"ef13ba54-a15d-4dd6-b1ed-c8b45d8842d9","578b2957-2ddf-479f-acd0-45227b7a2556","KT-WHT-S","S","White","WHT",15,3200,1600
"63f5d9dd-c831-4380-aade-6eba22e9f942","578b2957-2ddf-479f-acd0-45227b7a2556","KT-WHT-M","M","White","WHT",20,3200,1600
"6bec58c1-82a1-4dba-8f7a-083710a56541","578b2957-2ddf-479f-acd0-45227b7a2556","KT-WHT-L","L","White","WHT",15,3200,1600
"cb423843-cf28-470c-98e8-5d9d3516489c","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BEG-S","S","Beige","BEG",6,4500,2400
"642b2613-1f48-4581-9905-f281b10664d3","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BEG-M","M","Beige","BEG",14,4500,2400
"6d66040f-6a51-43fa-96bc-ef1d935d93a8","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BEG-L","L","Beige","BEG",14,4500,2400
"ca1ddc8d-2fc1-4dd0-9d3c-7001c6b47484","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BEG-XL","XL","Beige","BEG",6,4500,2400
"75e06f97-872b-4ab2-8417-87c8c4b70cb6","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BRN-S","S","Brown","BRN",6,4500,2400
"31637c09-a155-49c9-8ca5-be00a9a493df","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BRN-M","M","Brown","BRN",14,4500,2400
"2c7edd7c-8d2c-4aae-9011-bce32fdf7019","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BRN-L","L","Brown","BRN",14,4500,2400
"3bf1ccb5-828b-4e5d-9a3c-76324a4f03d0","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BRN-XL","XL","Brown","BRN",6,4500,2400
"93357636-77ef-4168-9793-c10f8108f576","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BLK-S","S","Black","BLK",6,4500,2400
"d3839e4d-49b2-4535-b0e3-5af1f92d8108","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BLK-M","M","Black","BLK",14,4500,2400
"f3c3a383-4d9c-4dec-9938-8c8db38ef2e7","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BLK-L","L","Black","BLK",14,4500,2400
"3ea94754-da9a-4e55-a9e8-f3a34d46b9f6","d9527c60-bb1b-4b44-9b40-196246970c44","STRTRS-BLK-XL","XL","Black","BLK",6,4500,2400
"d3de654b-ecb0-4e63-961a-12e667eb3483","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BLK-S","S","Black","BLK",6,4800,2600
"844b42fb-98b9-48cd-8d38-4fe38f56c402","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BLK-M","M","Black","BLK",14,4800,2600
"de50950c-eac8-4299-a588-9a9ce79dbf83","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BLK-L","L","Black","BLK",14,4800,2600
"c98c7d29-d6d0-45b4-807f-b0c820fd41f7","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BLK-XL","XL","Black","BLK",6,4800,2600
"15f45b56-b24e-42ec-b438-390f422b2361","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BEG-S","S","Beige","BEG",6,4800,2600
"153e6e24-bcf0-475a-aa15-0bd5d79ed88e","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BEG-M","M","Beige","BEG",14,4800,2600
"ee99d83d-e1be-46d3-8945-928f1f7ec6aa","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BEG-L","L","Beige","BEG",14,4800,2600
"69d0652d-6dd0-438e-b77f-c8c0d7911ee0","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BEG-XL","XL","Beige","BEG",6,4800,2600
"4e5b0121-6808-4528-ab5f-b0fa3b309155","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BRN-S","S","Brown","BRN",6,4800,2600
"71235241-be4d-49b2-b897-2ba57e47dba0","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BRN-M","M","Brown","BRN",14,4800,2600
"fd08027a-f2fc-45c4-910d-7f51ad9bcc3a","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BRN-L","L","Brown","BRN",14,4800,2600
"90a1e36d-d9ad-4036-a571-e4362aaebadc","1b91cfac-7b17-493c-bd9f-e8f1af8b3aa7","TRYBGY-BRN-XL","XL","Brown","BRN",6,4800,2600
"121104c5-b381-41f4-8203-4f9570177537","8f848d6e-d63e-4f39-943f-01ec6497c09b","TNKTOP-BLK-M","M","Black","BLK",17,1800,900
"0313f286-9be6-48fa-a2b7-347e1dc0a670","8f848d6e-d63e-4f39-943f-01ec6497c09b","TNKTOP-BLK-L","L","Black","BLK",17,1800,900
"aa3528e2-8a0b-4d3a-a6a9-db16330429dd","8f848d6e-d63e-4f39-943f-01ec6497c09b","TNKTOP-WHT-M","M","White","WHT",17,1800,900
"fc74e905-be66-4ab9-a3b8-232e79576b7c","8f848d6e-d63e-4f39-943f-01ec6497c09b","TNKTOP-WHT-L","L","White","WHT",17,1800,900
"1b7bec86-c142-4e6a-8c98-01f99e81f5c8","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-BLK-S","S","Black","BLK",6,2800,1400
"d591ec06-56f5-44cd-8278-fd15c99d9757","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-BLK-M","M","Black","BLK",12,2800,1400
"02b7ce56-3c5e-444e-921b-b9d8b4aa42fa","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-BLK-L","L","Black","BLK",12,2800,1400
"8d0fa95a-29b8-4477-94fc-1f91aafbd8ec","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-BLK-XL","XL","Black","BLK",6,2800,1400
"fc5accc0-c8e5-41ae-8d12-4fbc8582362f","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-WHT-S","S","White","WHT",6,2800,1400
"cffd6cd2-f139-4762-b401-5b63c82be8ef","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-WHT-M","M","White","WHT",12,2800,1400
"28e5b9a0-2d66-4ef7-82df-5876de715d1e","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-WHT-L","L","White","WHT",12,2800,1400
"c713fe21-4858-4005-ba98-aa28af7dac1d","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-WHT-XL","XL","White","WHT",6,2800,1400
"bf1f2555-bc1e-43fb-9667-c89fc2be01fb","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRY-S","S","Gray","GRY",6,2800,1400
"ecb22827-3766-4f2f-8903-0623ed038960","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRY-M","M","Gray","GRY",12,2800,1400
"d06d5594-f0c9-4875-911e-3ee56290a351","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRY-L","L","Gray","GRY",12,2800,1400
"a1411491-dfd1-4c92-bb24-7f1672c7b82d","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRY-XL","XL","Gray","GRY",6,2800,1400
"ad5093fb-cfcb-438b-91b8-ad248b65b895","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRN-S","S","Green","GRN",6,2800,1400
"4ff5680d-b435-4b5f-a246-28657e01fb97","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRN-M","M","Green","GRN",12,2800,1400
"0ae4d250-9c64-4382-a5ec-085da1ee4012","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRN-L","L","Green","GRN",12,2800,1400
"4aeec8ad-0358-40fa-ab06-b15ea5477b42","968484cb-59e1-489d-9b56-74f30b8af31b","REGTEE-GRN-XL","XL","Green","GRN",6,2800,1400
"b261f139-5cf5-4569-8aaa-a71311ca0c1d","e169abcb-6ba5-4765-b426-43fd6c1c3fdc","LINTRS-ASW-S","S","Ash White","ASW",6,4200,2200
"5c2e799c-88dd-445f-ba5c-8d52213c5297","e169abcb-6ba5-4765-b426-43fd6c1c3fdc","LINTRS-ASW-M","M","Ash White","ASW",12,4200,2200
"303074d2-5088-403d-a8db-375504adcd3d","e169abcb-6ba5-4765-b426-43fd6c1c3fdc","LINTRS-ASW-L","L","Ash White","ASW",12,4200,2200
"e7e1dbbd-c611-4aec-9b26-d6f154ceffe0","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-WHT-S","S","Off-White","WHT",6,3900,2100
"861b89d8-a66c-4109-abd5-deb0ef5c400f","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-WHT-M","M","Off-White","WHT",12,3900,2100
"01f51f86-3059-4b8d-baba-1b2748040af7","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-WHT-L","L","Off-White","WHT",12,3900,2100
"44df0a54-a4c0-4e6a-b9cc-85059c084398","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-OLV-S","S","Olive","OLV",6,3900,2100
"0d10a0fa-7922-4e45-8372-5fbcea5bb594","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-OLV-M","M","Olive","OLV",12,3900,2100
"3c72614b-a609-4830-a5bc-d6b3e24776b3","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-OLV-L","L","Olive","OLV",12,3900,2100
"d03d0c1d-15cb-45b7-9824-96c3bf225825","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-SKY-S","S","Sky Blue","SKY",6,3900,2100
"8c4b4a25-3649-4598-ae80-896e585febb2","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-SKY-M","M","Sky Blue","SKY",12,3900,2100
"5e4a1def-b48c-490c-b9f9-9b6339cd6e04","f08090b4-b68e-44b5-8cec-c6107bd1b82f","LINSLV-SKY-L","L","Sky Blue","SKY",12,3900,2100
